Transaction_ID,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Total_Amount,Profit,Sales_Date,Order_Date,Shipping_Date,Payment_Method,Sales_Channel,City,State,Region
T02031,C1688,Marissa Davis,P478,Laptop,Electronics,3,15719.25,661.53,46496.22,2359.3,2024-12-11,2024-12-11,2024-12-15,Cash,Offline,SOUTH DONNAHAVEN,Missouri,South
T02032,C4955,Christopher Henry,P142,Hoodie,Clothing,10,43754.15,5832.38,431709.12,38859.02,2025-12-17,2025-12-17,2025-12-21,Upi,Online,Vaughanchester,Utah,West
T02033,C6563,Barbara Sparks,P841,Laptop,Electronics,3,12300.1,311.66,36588.64,4432.05,2024-03-05,2024-03-05,2024-03-06,Credit Card,Offline,unkown column,Vermont,North
T02034,C2833,Tracey Williams,P305,Keyboard,Electronics,3,5317.73,1195.42,14757.77,2714.65,2024-05-04,2024-05-04,2024-05-05,Debit Card,Offline,Weaverburgh,Mississippi,South
T02035,C9632,Crystal Martinez,P426,Shoes,Clothing,3,18151.02,4245.58,50207.48,2661.9,2024-02-08,2024-02-08,2024-02-10,Net Banking,Offline,Davidhaven,Idaho,West
T02036,C3429,Mary Davis,P609,unknown column,Clothing,7,44882.37,10476.64,303699.95,37563.72,2025-01-26,2025-01-26,2025-01-27,Cash,Offline,Riveraport,New Jersey,North
T02037,C9225,Mr. Nicholas Hopkins,P144,T-Shirt,Clothing,7,2738.73,816.36,18354.75,4381.18,2024-11-24,2024-11-24,2024-11-28,Credit Card,Online,Freemanview,Alaska,West
T02038,C5408,Dawn Mullen,P485,Magazine,Books,2,9270.51,2107.83,16433.19,2563.36,2025-12-22,2025-12-22,2025-12-28,Credit Card,Offline,South Melanie,Illinois,South
T02039,C3871,Robert Campbell,P438,Novel,Books,9,14738.38,3344.39,129301.03,14319.29,2024-10-21,2024-10-21,2024-10-22,Net Banking,Online,unkown column,Pennsylvania,North
T02040,C1552,Jonathan Goodman,P336,Headphones,Electronics,1,10967.68,256.8,10710.88,1943.71,2024-03-01,2024-03-01,2024-03-02,Debit Card,Offline,New Ashleyberg,Mississippi,East
T02041,C7590,Marcus Perez,P676,Table,Home,7,20316.67,5512.76,136703.93,21985.1,2024-01-24,2024-01-24,2024-01-30,Upi,Offline,Port Carrie,Massachusetts,East
T02042,C4267,Gina Lopez DDS,P101,Magazine,Books,3,18471.93,4644.34,50771.45,12616.25,2025-07-12,2025-07-12,2025-07-14,Credit Card,Online,East Laurenmouth,Maine,South
T02043,C4281,Jerome Adams,P437,Hoodie,Clothing,4,2930.69,171.58,11551.18,2381.51,2024-11-17,2024-11-17,2024-11-24,Upi,Online,Michaelport,Virginia,East
T02044,C2647,James Garcia,P171,Keyboard,Electronics,10,5338.76,1329.12,52058.48,10352.3,2025-08-26,2025-08-26,2025-08-29,Cash,Online,Lake Travis,Washington,North
T02045,C5891,Troy Miller,P593,Jacket,Clothing,5,39847.25,481.99,198754.26,13973.73,2024-09-13,2024-09-13,2024-09-18,Cash,Online,Sherrybury,New York,West
T02046,C7622,Dr. John Fowler,P964,Curtains,Home,4,37788.26,8482.35,142670.69,30492.39,2024-06-29,2024-06-29,2024-07-06,Credit Card,Offline,East Christie,Tennessee,South
T02047,C8835,Kari Miller,P180,Notebook,Books,9,41137.79,103.31,370136.8,26035.52,2025-11-22,2025-11-22,2025-11-25,Net Banking,Offline,South Randy,Rhode Island,West
T02048,C6456,David Roman,P779,Table,Home,2,41785.41,2760.84,80809.98,13124.08,2024-05-05,2024-05-05,2024-05-07,Cash,Offline,Martinezton,Vermont,North
T02049,C5426,Amanda Campbell,P318,Shoes,Clothing,6,24135.2,1110.82,143700.38,27825.28,2025-03-25,2025-03-25,2025-03-30,Upi,Offline,Patrickmouth,Vermont,East
T02050,C7791,Joseph Mckinney,P261,Shoes,Clothing,2,28721.07,3517.54,53924.6,4432.58,2025-06-25,2025-06-25,2025-06-29,Net Banking,Offline,Pamelamouth,Utah,West
T02051,C8352,Ashley Nguyen,P950,Headphones,Electronics,9,29000.84,6928.67,254078.89,52244.22,2025-03-17,2025-03-17,2025-03-20,Net Banking,Online,New Chaseborough,Mississippi,West
T02052,C4363,Danielle Adams,P766,Headphones,Electronics,6,35253.06,3512.74,208005.62,12142.02,2025-06-01,2025-06-01,2025-06-06,Debit Card,Offline,Manningtown,Oklahoma,North
T02053,C5681,Sarah Christensen,P822,Laptop,Electronics,2,20847.78,3194.83,38500.73,4791.02,2025-02-05,2025-02-05,2025-02-12,Net Banking,Online,New Nicholas,California,North
T02054,C9029,Luis Conway,P654,Keyboard,Electronics,9,15006.19,528.94,134526.77,7195.56,2025-04-03,2025-04-03,2025-04-05,Cash,Offline,Benjaminhaven,Alabama,North
T02055,C8647,Heather Snyder,P905,Novel,Books,7,29777.21,7196.86,201243.61,11725.37,2024-06-05,2024-06-05,2024-06-07,Upi,Offline,Nicholasborough,South Carolina,West
T02056,C1826,Dustin Thomas,P650,Novel,Books,1,21986.07,4843.49,17142.58,2353.31,2024-11-30,2024-11-30,2024-12-01,Unknown,Online,Port Thomas,Ohio,South
T02057,C8429,David Garcia,P922,Mouse,Electronics,8,31205.5,7770.77,241873.23,53447.09,2024-10-02,2024-10-02,2024-10-08,Debit Card,Offline,Robinsonton,Montana,East
T02058,C3275,Frank Carney,P343,Magazine,Books,4,47841.55,9124.86,182241.34,37052.39,2024-09-19,2024-09-19,2024-09-24,Net Banking,Offline,WEST STEPHEN,North Carolina,East
T02059,C5232,Deborah Smith,P680,Laptop,Electronics,7,248.95,58.58,1684.07,140.27,2024-05-02,2024-05-02,2024-05-08,Net Banking,Online,Jacquelineburgh,Kentucky,South
T02060,C5841,Frederick Ayala,P545,Curtains,Home,4,2951.8,625.91,11181.29,2181.02,2025-03-16,2025-03-16,2025-03-18,Upi,Online,Amandabury,Minnesota,West
T02061,C4209,John Glover,P842,Curtains,Home,1,27806.43,2544.26,25262.17,3341.82,2025-06-15,2025-06-15,2025-06-21,Unknown,Online,Cynthiaberg,Kentucky,East
T02062,C3610,Sean Hill,P420,Novel,Books,5,38980.55,11074.28,183828.47,44358.01,2024-03-27,2024-03-27,2024-03-30,Credit Card,Online,South Dawn,Utah,North
T02063,C8756,Hector Fletcher,P645,Dictionary,Books,7,4405.96,546.05,30295.67,4851.04,2024-05-15,2024-05-15,2024-05-16,Net Banking,Offline,Bradleyside,Louisiana,South
T02064,C1706,Carlos Smith,P855,Laptop,Electronics,8,20628.28,5884.77,159141.47,21804.07,2024-10-27,2024-10-27,2024-10-28,Credit Card,Offline,Lake Connieberg,Illinois,East
T02065,C1424,Wendy Hernandez,P300,Notebook,Books,2,1784.5,236.16,3332.84,253.63,2025-06-06,2025-06-06,2025-06-12,Debit Card,Offline,South Jenniferfort,California,West
T02066,C9131,James Roberts,P919,Magazine,Books,5,36756.85,10645.96,173138.29,13801.46,2025-09-05,2025-09-05,2025-09-06,Debit Card,Offline,Port Thomaschester,Tennessee,North
T02067,C9633,Sarah Carter,P692,Novel,Books,2,16571.9,907.65,32236.15,3913.34,2024-11-24,2024-11-24,2024-11-30,Cash,Online,Amyfort,Delaware,East
T02068,C6889,Bobby Carlson,P813,Comics,Books,4,12463.63,1706.11,48148.41,7453.51,2025-08-19,2025-08-19,2025-08-25,Credit Card,Offline,Port Morganhaven,Louisiana,West
T02069,C5652,Tara Nunez,P199,Table,Home,3,49348.87,5114.96,142931.65,26041.9,2024-06-23,2024-06-23,2024-06-29,Credit Card,Offline,Jenningsland,Louisiana,South
T02070,C4003,Gabriel Morton,P910,Keyboard,Electronics,6,31878.77,8509.55,182763.07,14435.46,2024-03-21,2024-03-21,2024-03-24,Credit Card,Online,Grayport,Pennsylvania,North
T02071,C3148,Amy Thomas,P931,T-Shirt,Clothing,6,37818.85,9202.72,217710.38,52401.97,2024-07-01,2024-07-01,2024-07-03,Cash,Online,Lake Julieburgh,Oklahoma,West
T02072,C6309,Matthew Roach,P139,Jacket,Clothing,2,13974.28,650.41,27298.15,2874.88,2024-04-02,2024-04-02,2024-04-04,Net Banking,Online,Kimberlychester,Arizona,North
T02073,C9866,Eric Hall,P262,Jacket,Clothing,8,32512.36,1437.23,258661.65,31855.04,2025-07-20,2025-07-20,2025-07-23,Cash,Offline,Port Joseph,Arizona,West
T02074,C7059,Jennifer Parker,P121,Jeans,Clothing,4,20487.86,1008.36,80943.08,17874.27,2025-05-04,2025-05-04,2025-05-11,Credit Card,Offline,Lake Tammy,Alaska,West
T02075,C7527,Sally Wilson,P774,Dictionary,Books,3,25723.14,1200.37,75969.05,15083.95,2025-12-19,2025-12-19,2025-12-20,Cash,Offline,West Taylorview,Kentucky,West
T02076,C5324,Zoe Wilson,P734,Comics,Books,4,17935.19,3449.83,68290.93,10817.81,2025-05-19,2025-05-19,2025-05-21,Debit Card,Online,Lake Rhonda,Ohio,East
T02077,C4512,Terry Smith,P733,Jeans,Clothing,6,24513.55,25.49,147055.81,10636.01,2024-08-30,2024-08-30,2024-09-04,Upi,Offline,Lake Katherine,Kentucky,West
T02078,C4626,Brittany Johnson,P187,Chair,Home,6,12440.42,3496.3,71146.22,13486.88,2024-01-06,2024-01-06,2024-01-08,Credit Card,Online,Peterborough,Tennessee,South
T02079,C5641,Susan Woods,P372,Notebook,Books,4,7769.26,1907.07,29169.97,5625.39,2024-02-02,2024-02-02,2024-02-04,Upi,Online,West Jasonville,Arkansas,East
T02080,C7106,Gary Wilson,P575,Sofa,Home,9,49421.47,9957.02,434836.21,94670.3,2025-12-19,2025-12-19,2025-12-20,Net Banking,Offline,Schultzton,Nebraska,East
T02081,C4310,Steve Jones,P876,Notebook,Books,6,6306.34,661.72,37176.32,2852.1,2024-09-20,2024-09-20,2024-09-21,Credit Card,Online,South Williammouth,West Virginia,South
T02082,C3876,Mary Carr,P952,Notebook,Books,4,31340.92,4723.22,120640.46,8283.86,2025-05-03,2025-05-03,2025-05-07,Credit Card,Online,Lake Tarabury,Nevada,West
T02083,C9924,Katie Arnold,P681,Notebook,Books,1,13893.61,134.47,13759.14,1430.72,2025-02-28,2025-02-28,2025-03-05,Upi,Online,New Patricia,Connecticut,West
T02084,C5659,Alexander Faulkner,P195,Notebook,Books,9,21717.11,2813.42,192640.57,34999.44,2024-11-14,2024-11-14,2024-11-20,Upi,Online,Lynnbury,Colorado,South
T02085,C7466,Elizabeth Phillips,P512,Jacket,Clothing,10,12150.06,403.76,121096.84,25971.37,2025-07-15,2025-07-15,2025-07-21,Unknown,Online,Brownview,Vermont,East
T02086,C6172,Jesus Ford,P721,Notebook,Books,3,18858.88,3146.47,53430.17,4161.85,2025-01-24,2025-01-24,2025-01-29,Upi,Online,Bakermouth,North Carolina,West
T02087,C5757,Ashlee Arnold,P680,Laptop,Electronics,9,9161.84,376.06,82080.5,20348.14,2025-09-10,2025-09-10,2025-09-14,Upi,Offline,Port Paul,Idaho,North
T02088,C3713,Teresa Powell,P247,Headphones,Electronics,3,28684.97,3655.9,82399.01,11283.63,2025-06-15,2025-06-15,2025-06-17,Upi,Online,Williamfort,Washington,East
T02089,C9383,Isaac Moreno,P598,Comics,Books,5,47546.64,4947.93,232785.27,22998.17,2025-09-11,2025-09-11,2025-09-14,Cash,Online,East Kathryn,New York,North
T02090,C6753,Christopher Wade,P987,Jacket,Clothing,2,37561.13,8916.26,66206.0,16410.22,2024-09-28,2024-09-28,2024-10-01,Credit Card,Offline,Allenfurt,Wisconsin,South
T02091,C5185,Mary Barnett,P766,Mouse,Electronics,10,9421.09,2102.86,92108.04,21289.29,2025-01-16,2025-01-16,2025-01-23,Debit Card,Offline,Lake Jennytown,North Carolina,South
T02092,C8061,Shannon Mccullough,P451,Curtains,Home,4,11034.11,1854.65,42281.79,10529.63,2024-12-19,2024-12-19,2024-12-26,Net Banking,Online,Georgefort,Kentucky,South
T02093,C6403,Robert Johnson,P514,Comics,Books,2,14229.71,4088.27,24371.15,2027.49,2025-03-03,2025-03-03,2025-03-07,Credit Card,Offline,West Alex,Ohio,South
T02094,C5459,Nicole Le,P538,Magazine,Books,4,6540.38,973.21,25188.31,2054.42,2025-01-23,2025-01-23,2025-01-26,Upi,Offline,New Jaime,South Carolina,North
T02095,C1322,Lindsay Ross,P150,Sofa,Home,7,28224.27,4671.26,192898.63,39717.89,2025-08-15,2025-08-15,2025-08-22,Credit Card,Offline,West Amy,Oregon,East
T02096,C2546,Robert Johnson,P306,Shoes,Clothing,5,11053.61,1409.39,53858.66,12999.71,2024-08-25,2024-08-25,2024-08-30,Cash,Online,New Williamton,Texas,North
T02097,C2674,Cynthia Davis,P270,Novel,Books,2,41603.79,10511.92,72695.66,6881.39,2024-07-11,2024-07-11,2024-07-12,Debit Card,Offline,West Lauraside,Illinois,West
T02098,C5748,Austin Parker,P185,Monitor,Electronics,8,42181.26,6278.84,331171.24,68297.12,2025-12-13,2025-12-13,2025-12-18,Credit Card,Online,South Timothy,Idaho,North
T02099,C7738,Stephanie Phillips,P481,Magazine,Books,3,33286.45,2578.3,97281.05,14266.92,2025-11-10,2025-11-10,2025-11-13,Credit Card,Online,South Gabrielburgh,New Jersey,East
T02100,C3067,unknown value,P238,Shoes,Clothing,2,29828.2,7091.0,52565.4,6864.81,2024-12-11,2024-12-11,2024-12-18,Upi,Online,Robertfurt,Michigan,South
T02101,C3716,Victoria Mahoney,P508,Chair,Home,3,45053.73,6422.14,128739.05,11680.1,2024-12-18,2024-12-18,2024-12-22,Credit Card,Offline,Cortezhaven,Washington,West
T02102,C7690,Cindy Arnold,P328,Comics,Books,1,25136.23,6742.31,18393.92,1904.93,2024-08-27,2024-08-27,2024-09-03,Upi,Online,Alexandramouth,Kentucky,North
T02103,C4688,Stacey Martinez,P563,Dictionary,Books,3,5564.93,928.05,15766.74,3657.64,2025-06-09,2025-06-09,2025-06-11,Upi,Offline,Kristaview,Vermont,West
T02104,C8281,Chad Hunter,P516,Notebook,Books,9,15691.37,4153.48,137068.85,27520.95,2025-09-19,2025-09-19,2025-09-23,Net Banking,Online,Ricetown,New York,South
T02105,C9305,Olivia Clark,P981,unknown column,Electronics,6,19759.16,2022.57,116532.39,11447.14,2025-02-19,2025-02-19,2025-02-23,Debit Card,Online,Schultzland,Massachusetts,West
T02106,C8792,Robert Walls,P564,Keyboard,Electronics,1,42780.05,12241.25,30538.8,3411.34,2024-10-26,2024-10-26,2024-10-27,Credit Card,Online,Amandaside,New Jersey,East
T02107,C1246,Stephen Johnson,P698,Keyboard,Electronics,10,2521.81,73.43,25144.67,5096.75,2025-04-24,2025-04-24,2025-04-26,Debit Card,Online,Contrerasland,Hawaii,East
T02108,C3060,Kyle Lynch,P891,Curtains,Home,2,43232.01,8068.27,78395.75,12168.48,2025-04-25,2025-04-25,2025-05-02,Upi,Online,South Kevinmouth,Montana,South
T02109,C9461,Jeffrey Long,P454,Jacket,Clothing,3,11554.52,965.71,33697.85,2404.07,2024-08-28,2024-08-28,2024-09-03,Debit Card,Online,Williamborough,New Hampshire,North
T02110,C1207,Joshua Williams,P105,Sofa,Home,9,44363.42,66.68,399204.1,75691.72,2025-06-18,2025-06-18,2025-06-22,Credit Card,Online,Port Kellyton,Wyoming,South
T02111,C8533,Caitlin Villarreal,P920,Table,Home,4,10222.69,2445.93,38444.83,8418.3,2025-02-11,2025-02-11,2025-02-17,Cash,Online,West Mallory,Ohio,East
T02112,C4093,Julie Jordan,P434,T-Shirt,Clothing,6,23638.94,147.34,141686.3,16053.2,2024-07-15,2024-07-15,2024-07-19,Debit Card,Offline,New Sharon,Louisiana,East
T02113,C6530,Betty Boyd,P164,Keyboard,Electronics,10,43844.08,7836.01,430604.79,34893.3,2025-03-18,2025-03-18,2025-03-25,Cash,Offline,Millsmouth,Florida,South
T02114,C2499,Yvonne Walker,P219,Lamp,Home,2,38376.59,6859.71,69893.47,4429.46,2024-07-11,2024-07-11,2024-07-12,Credit Card,Online,East Briannaburgh,California,North
T02115,C5445,John Hill,P864,Novel,Books,4,23034.9,4513.42,87626.18,10396.02,2024-01-10,2024-01-10,2024-01-11,Net Banking,Offline,West Elizabeth,Minnesota,East
T02116,C4254,Justin Johnson,P740,Novel,Books,8,4684.98,925.04,36554.8,2303.09,2025-08-28,2025-08-28,2025-09-04,Credit Card,Online,Reyesfort,South Dakota,South
T02117,C9206,Jamie Johnson,P761,Shoes,Clothing,9,37327.65,2162.86,333785.99,25710.45,2024-10-09,2024-10-09,2024-10-11,Upi,Offline,unkown column,Illinois,South
T02118,C9554,Gary Wong,P131,Chair,Home,3,48765.54,2130.36,144166.26,13690.62,2025-04-29,2025-04-29,2025-05-04,Cash,Offline,Amyfort,Utah,East
T02119,C2240,Jacqueline Henry,P206,Mouse,Electronics,4,22823.71,4752.18,86542.66,14457.21,2024-01-02,2024-01-02,2024-01-05,Cash,Offline,West Ryan,Nevada,North
T02120,C6687,Lisa Martin,P184,Jeans,Clothing,4,45291.47,11754.82,169411.06,35484.6,2025-11-19,2025-11-19,2025-11-20,Net Banking,Offline,West Heatherberg,North Dakota,West
T02121,C5424,Bruce Allen,P943,Shoes,Clothing,7,37028.9,3232.0,255970.3,51337.19,2024-09-23,2024-09-23,2024-09-28,Cash,Online,North John,Oregon,South
T02122,C9904,Christopher Phillips,P806,Curtains,Home,7,17547.36,2379.54,120451.98,20733.66,2024-12-17,2024-12-17,2024-12-18,Debit Card,Online,Rayland,Alabama,West
T02123,C7263,Dylan Hunter,P347,Magazine,Books,4,24492.39,6283.66,91685.9,5820.84,2024-10-31,2024-10-31,2024-11-06,Upi,Offline,Mullenmouth,Connecticut,South
T02124,C6312,Mrs. Vanessa Martin,P542,Shoes,Clothing,1,43441.1,10880.09,32561.01,7143.73,2024-05-07,2024-05-07,2024-05-11,Upi,Offline,Port Ronald,Montana,South
T02125,C8762,Kelli Nelson,P798,Laptop,Electronics,3,6037.9,1095.86,17017.84,2989.86,2025-03-11,2025-03-11,2025-03-12,Cash,Online,Kinghaven,Alaska,South
T02126,C1172,Michael Washington,P970,Comics,Books,10,40232.9,4337.69,397991.31,33373.27,2024-07-31,2024-07-31,2024-08-04,Credit Card,Offline,Stacyfort,Pennsylvania,West
T02127,C4746,Brandon Jones,P913,Novel,Books,8,14792.05,66.31,118270.09,6688.28,2024-07-04,2024-07-04,2024-07-11,Debit Card,Online,East Andrew,Washington,West
T02128,C4723,Vincent Wright,P253,unknown column,Home,8,33032.56,9371.6,254888.88,15315.73,2025-09-18,2025-09-18,2025-09-23,Credit Card,Online,Garciaport,West Virginia,East
T02129,C4727,Felicia Garcia,P189,Mouse,Electronics,9,42802.82,1644.08,383581.3,92943.39,2025-11-13,2025-11-13,2025-11-19,Cash,Offline,Owenland,New York,North
T02130,C5951,Nathaniel Phillips,P930,Hoodie,Clothing,10,2305.54,219.57,22835.83,1418.66,2025-01-04,2025-01-04,2025-01-07,Net Banking,Offline,East Amber,Delaware,South
T02131,C5374,Crystal Moore,P105,Dictionary,Books,4,21024.46,5198.47,78899.37,18987.62,2024-10-04,2024-10-04,2024-10-09,Cash,Online,Lake Amandaberg,Maryland,South
T02132,C5461,Karen Warren,P539,Laptop,Electronics,7,36304.97,5140.58,248994.21,48903.52,2025-11-03,2025-11-03,2025-11-05,Net Banking,Online,Johnsontown,Indiana,South
T02133,C7417,Kelly Hamilton,P899,Dictionary,Books,5,14380.36,3579.88,68321.92,4959.1,2024-04-13,2024-04-13,2024-04-14,Credit Card,Offline,Brianchester,Virginia,East
T02134,C9111,Matthew Garner,P795,Keyboard,Electronics,4,35517.24,3943.05,138125.91,19167.36,2025-05-19,2025-05-19,2025-05-23,Cash,Offline,Paulton,New Jersey,North
T02135,C1487,unknown value,P999,Notebook,Books,4,42886.8,12122.79,159424.41,30675.52,2025-05-10,2025-05-10,2025-05-15,Cash,Offline,Kathleenchester,Montana,East
T02136,C3066,Sheena Little,P253,Jacket,Clothing,4,8653.31,1469.05,33144.19,2425.69,2024-02-01,2024-02-01,2024-02-04,Cash,Offline,Chelseaview,Connecticut,East
T02137,C9441,Teresa Henry,P651,Sofa,Home,6,40041.25,9802.19,230445.31,38616.08,2024-04-25,2024-04-25,2024-04-27,Upi,Online,Port Jamesside,Arizona,North
T02138,C5245,Kyle James,P759,Curtains,Home,6,31677.58,761.61,189303.87,35778.49,2024-11-21,2024-11-21,2024-11-24,Net Banking,Offline,Lisaland,Texas,East
T02139,C9608,Christopher Bennett,P165,Mouse,Electronics,3,12041.22,3572.79,32550.87,3537.96,2024-05-12,2024-05-12,2024-05-16,Cash,Offline,Jonesside,Vermont,East
T02140,C6565,Kelly James,P794,Monitor,Electronics,6,6292.42,259.24,37495.28,4345.38,2024-11-13,2024-11-13,2024-11-20,Credit Card,Online,East Jesseberg,Nebraska,North
T02141,C4419,Andrew Dixon,P537,Shoes,Clothing,7,47016.77,14058.7,315058.69,61717.17,2024-08-02,2024-08-02,2024-08-08,Upi,Offline,Russellville,Ohio,East
T02142,C9025,Ashley Jones,P494,Hoodie,Clothing,2,17740.45,4279.75,31201.15,4204.89,2024-07-11,2024-07-11,2024-07-12,Cash,Online,West Tracey,North Carolina,West
T02143,C9668,Vincent Meadows,P750,Magazine,Books,2,22247.98,6034.51,38461.45,6333.04,2024-12-17,2024-12-17,2024-12-23,Debit Card,Offline,Kimberlytown,Vermont,South
T02145,C4253,Michael Ryan,P881,Sofa,Home,6,30964.9,7246.92,178542.48,10861.83,2024-02-05,2024-02-05,2024-02-12,Unknown,Offline,Timothyburgh,Massachusetts,South
T02146,C6988,Yvonne Campbell,P175,Keyboard,Electronics,9,32124.34,5514.08,283604.98,24728.06,2025-09-13,2025-09-13,2025-09-20,Upi,Offline,East Lynn,Florida,South
T02147,C7864,Angela Alvarado,P102,Headphones,Electronics,8,43308.14,11607.22,334857.9,71823.07,2025-08-25,2025-08-25,2025-08-28,Upi,Online,unkown column,New York,West
T02148,C6218,Dr. Kayla Hernandez,P389,Sofa,Home,1,27448.35,5109.34,22339.01,1341.77,2024-02-25,2024-02-25,2024-02-29,Credit Card,Online,North Alexander,Kansas,West
T02149,C8740,Kimberly Smith,P732,Magazine,Books,4,29084.53,8205.14,108132.98,11087.79,2025-11-20,2025-11-20,2025-11-27,Cash,Offline,Port Rebeccaborough,Colorado,South
T02150,C7488,Cody Gates,P686,Keyboard,Electronics,3,7900.62,1958.03,21743.83,3930.04,2024-08-11,2024-08-11,2024-08-18,Upi,Offline,Bennettside,Illinois,North
T02151,C5435,Todd Acosta,P210,Laptop,Electronics,9,26913.61,336.18,241886.31,19340.6,2024-01-19,2024-01-19,2024-01-26,Debit Card,Offline,East Cody,Maryland,East
T02152,C1522,Dana Martinez,P605,Dictionary,Books,2,4791.62,189.22,9394.02,1111.9,2025-08-01,2025-08-01,2025-08-02,Credit Card,Online,South Andrew,Alabama,West
T02153,C7863,Blake Armstrong,P807,Chair,Home,2,35188.14,3320.4,67055.88,13220.09,2025-11-27,2025-11-27,2025-12-02,Cash,Offline,East Melissa,Oregon,North
T02154,C1445,Francisco Stewart,P305,Lamp,Home,5,35921.75,10162.35,169446.4,13741.94,2025-01-08,2025-01-08,2025-01-13,Upi,Online,New Biancachester,Vermont,North
T02155,C9997,Dr. April Vazquez,P768,Headphones,Electronics,8,47453.05,586.44,379037.96,82172.8,2024-02-14,2024-02-14,2024-02-17,Upi,Offline,New Suzanne,Massachusetts,South
T02156,C1850,Morgan Myers,P227,unknown column,Home,6,15834.92,1901.35,93108.17,21281.55,2025-11-30,2025-11-30,2025-12-03,Net Banking,Online,Rodneybury,North Dakota,East
T02157,C1027,Yvonne Pollard,P245,Hoodie,Clothing,7,24587.51,6737.05,165375.52,18972.01,2024-07-04,2024-07-04,2024-07-05,Net Banking,Offline,Deborahmouth,Massachusetts,West
T02158,C6926,Michael Fletcher,P258,Jacket,Clothing,9,33738.23,9528.71,294115.36,58698.03,2024-08-08,2024-08-08,2024-08-14,Debit Card,Online,Richardsonmouth,Arizona,East
T02159,C8108,Tiffany York,P161,Comics,Books,2,31610.88,5645.3,57576.46,6924.61,2024-07-18,2024-07-18,2024-07-24,Debit Card,Offline,Jessicabury,Indiana,South
T02160,C8908,Cynthia Hood,P199,Comics,Books,7,20769.09,3544.46,141839.17,17408.82,2024-09-05,2024-09-05,2024-09-12,Upi,Online,COURTNEYMOUTH,Mississippi,West
T02161,C8271,Anne Jackson,P820,Hoodie,Clothing,3,39935.92,1464.88,118342.88,20262.77,2024-09-13,2024-09-13,2024-09-14,Upi,Offline,West Dominictown,Idaho,North
T02162,C6196,Bradley Jackson,P539,Headphones,Electronics,5,13716.56,2866.02,65716.78,8539.27,2024-12-23,2024-12-23,2024-12-24,Net Banking,Offline,West Andrewville,Virginia,West
T02163,C7924,Michael Harrison,P409,Novel,Books,1,5821.26,255.32,5565.94,693.45,2025-07-31,2025-07-31,2025-08-05,Cash,Online,Kaneburgh,Alabama,North
T02164,C8861,unknown value,P818,Headphones,Electronics,9,41473.22,3013.83,370245.15,55168.22,2024-09-25,2024-09-25,2024-09-30,Credit Card,Offline,Youngmouth,New Mexico,South
T02165,C9826,unknown value,P224,Mouse,Electronics,3,23864.67,7096.24,64497.77,5998.69,2024-06-01,2024-06-01,2024-06-08,Net Banking,Offline,Rojasport,Texas,South
T02166,C7454,Dawn Hogan,P139,Chair,Home,2,415.26,104.08,726.44,50.95,2025-12-14,2025-12-14,2025-12-18,Debit Card,Online,Hickschester,Arizona,South
T02167,C7579,Justin Ortiz,P587,Hoodie,Clothing,9,17907.19,4914.91,156249.8,32924.05,2025-09-15,2025-09-15,2025-09-20,Credit Card,Online,Griffinchester,Kansas,South
T02168,C5169,Mariah Gonzalez,P249,Table,Home,10,43172.0,3400.37,428319.63,78201.84,2025-02-05,2025-02-05,2025-02-07,Unknown,Offline,South Annaberg,Arkansas,North
T02169,C5731,Michael Franklin,P479,Sofa,Home,10,24118.11,4848.5,236332.6,14918.62,2025-12-12,2025-12-12,2025-12-13,Cash,Online,Murphyland,Arkansas,West
T02170,C2347,Rhonda Ford,P212,Keyboard,Electronics,4,31043.21,4385.72,119787.12,12099.37,2024-07-21,2024-07-21,2024-07-26,Upi,Offline,South Jenniferfurt,Oregon,East
T02171,C1034,Alexandra Richardson,P292,Laptop,Electronics,1,1378.9,370.58,1008.32,230.22,2025-02-08,2025-02-08,2025-02-15,Debit Card,Online,Jeffreyborough,Ohio,South
T02172,C2084,Susan Cross,P996,Novel,Books,9,35014.34,9989.27,305139.79,59926.41,2025-05-13,2025-05-13,2025-05-15,Credit Card,Offline,Lake Erin,Louisiana,South
T02173,C9829,Chloe Gonzalez,P760,Table,Home,1,32794.08,5495.97,27298.11,4850.58,2024-03-17,2024-03-17,2024-03-23,Upi,Online,Mataberg,New Jersey,West
T02174,C3332,Kristin Deleon,P326,Jacket,Clothing,2,29868.51,7303.08,52433.94,3473.92,2024-12-23,2024-12-23,2024-12-29,Debit Card,Online,Smithberg,Ohio,East
T02175,C8186,unknown value,P743,Dictionary,Books,4,30453.12,7297.73,114514.75,10491.6,2025-08-25,2025-08-25,2025-08-27,Debit Card,Offline,North Marciaville,Connecticut,North
T02176,C6619,Paul Smith,P147,Notebook,Books,1,39227.25,3065.43,36161.82,5127.03,2024-09-17,2024-09-17,2024-09-23,Net Banking,Online,Boydtown,Texas,North
T02177,C8202,Dr. Kaitlyn Gardner DVM,P417,Comics,Books,5,5037.71,1390.63,23797.92,3419.15,2025-08-30,2025-08-30,2025-09-04,Cash,Offline,South Karenchester,West Virginia,West
T02178,C2440,Rickey Carter,P745,Monitor,Electronics,4,4277.38,446.79,16662.73,892.55,2024-02-01,2024-02-01,2024-02-05,Net Banking,Offline,East Charlesville,South Carolina,West
